texts,scores,class
Me in the future - - - - - Follow me for more relatable posts ! - -,0,0
What hurts today make you stronger tomorrow,0,0
"The Womens Sat Nav to Success philosophy 1. U N D E R S T A N D the psychology behind discrimination and unconscious biases 2. D A R E to make changes, based on practical, proven solutions 3. T H R I V E by having your best career! . . .",0,0
Treat yo self . . . . .,0,0
"""The best way to get a puppy is to beg for a baby brotherand they'll settle for a puppy every time."" Winston Pendleton",0,0
Wonderful. TAG YOUR FRIENDS Follow .x.official via      ,0,0
Please like guys i have to complete these challenge please support,0,0
"Happy pub day to THE GREATER FREEDOM!  This memoir is giving me so much food for thought. Alya Mooro eloquently describes the pressures experienced by Middle Eastern women, some of which are achingly familiar and others which are unique to her culture. it's published by my employer.)  I just finished a chapter about attitudes to sex. Mooro describes how her mother explained sex to don't do it before marriage or no one will love you. ""Where was any mention of my desires or my feelings in that conversation?"" she asks. Her question made me reflect on my own learning experiences - and how I relied on fiction to fill the knowledge void.  At school, we had (laughingly incomplete) sex ed focused on periods and erections. The baseline was for women the focus was procreation, for men their urges.  Then my father took me aside and told me that society was boys could sleep around but girls couldn't. 11-year-old-me was too naive to question WHO those boys were sleeping with, or why gender inequality was an acceptable status quo.  Years later, when my mother finally sat me down to have ""the talk"", it lasted all of one awkward minute where she obliquely asked if I was being safe. (As always, the onus falls on women.)  No one taught me about love, about consent, about desire. If it weren't for fiction, I would have had an entirely one dimensional view about sex as a currency between genders. Something that my value would be judged on by, as Mooro puts it, the invisible jury of society.  But while books helped plug the void, all-too-often fiction (and especially fantasy) has a warped representation of relationships. It's only now as an adult that I realise how damaging fiction can be in romanticising unacceptable behaviour - particularly in genres targeted at teens. I can't help but wonder how many girls are learning about sex and consent through books like I did... and how much YA authors should take responsibility for changing the narrative of what a healthy relationship looks like.  What good or bad examples of fictional relationships can you think of?",0,0
What kind of racist shit is this?!?!?! The movie is about Harriet Tubman and the actress playing Harriet doesnt get top billing?!?!?! This is racist and sexist!!!,0,0
"Here we (Yvonne, Denise, myself, and Rosemarie-the owner of the Ranee) standing in front of the best hotel in Kuching - The Ranee! This property has to be a 5 star boutique hotel. It is a contemporary oasis with old world art and charm.",0,0
"Honestly seeing kids at slut walls shouldnt be okay with anyone, no matter how feminist they are {Tags}",0,0
Keep Calm and Clutch On ,0,0
Why yall be slut shaming Caribbean culture?,0,0
Where to even start with everything thats wrong with this,0,0
fear less boyzzzzz &girlslook welcome all New page Pics & videos Keep support Dm Nambe vanga nemmatheyeh irunga rockranjith221 My post upload check my profile  ,0,0
"Parents call the dress code a ""stress code"" at their children's South Carolina school district. As a petition to change the code gains traction, students say, ""Don't tell me I'm a distraction."" The can be found at . *** Being (policed, judged, shamed over your clothing) affects nearly all girls & women at some point. *** Message or email me (leoratan.com) if you want to participate in this project. *** Thank you to Greg Rickabaugh of the for permission to use this photo. ***",1,1
"Women must leave the margins and take our place - not above men or below them, but beside them - at the centre of society, adding our voices and making the decisions we are qualified and entitled to make. . . Melinda French Gates from her book The Moment Of Lift. This is exactly how we see equality developing, we believe in feminism, but the word does not define our mission at Future Fe+Male. We believe in empowering women standing alongside men so we can affect change. . . Join the mission, we are, and look forward to taking action. Image from . +Male +Male",1,2
"I had a terrible experience yesterday in a shop with Mr O. The sales men totally blanked me, speaking only to him and when I asked any question just cut me off and mansplained stuff I already knew..",1,2
When customers send u these look how happy he looks snowsuit goals ,0,0
I wonder how much ass this toilet seat gets,0,0
"Gender based violence is MUCH MORE COMMON THAN YOU THINK.   In the European Union (since the age of  - 1 out of every 3 women has experienced physical and or sexual violence - 1 out of every 2 women has experienced sexual harassment - 1 out of every 20 women has been raped - 1 out of every 4 women has experienced stalking  95% of victims trafficked for sexual exploitation in the European Union are women  If you reside within the European Union, chances are you know someone (or many someones) impacted by gender based violence.  If you or someone you know is impacted and needs help or support, please visit shewillsurvive.com (link also in bio), which has multiple resources for women and girls impacted by gender based violence listed in *every single country in Europe* (and every other country in the world)  Find help NOW at  You are NOT alone     European Union Agency for Fundamental Rights, Violence against women on EU-wide survey-results at a glance, 2014 //  Image Margaret Jone Wollman/ Shutterstock.com",0,0
