texts,scores
"I dont want to be alone , I want to be left alone. . . . . . .",0
welcome to my collection of not-so-inspirational quotes!!,0
"Link in bio Remember the kind of political/societal excerpts we come across when we read books written by decent authors, the kind that no matter if written in the 1800's or 1700's are somehow still relevant. The sense of sadness, hopelessness and disgust they bring you. The kind that makes you want to go out and do something about the way society and politics work. You get all excited for some time but in the end you boil down to a realisation that if you go too deep and too honest, you might end up dead, just like Lankesh, Vemula and other unsung martyrs. So you calm the fuck down and let things be. I've been this person at times, at times not. I keep trying to muster up enough courage and speak up for things. It's just sad that this video might stay relevant for a long time in the history of women as well. So we've got to stay together in this fight, make regular minor changes and at times some major ones if you think you're standing for what's right. Shot and edited by my favorite",0
Video How I feel about the challenges of posting a If you like my get my book. The link is in my bio,0
"Taxi cabs and busy streets, they never bring you back to me",0
"Ive recently come to fully accept another part of my infinite my freakiness/sexuality. I honestly always had the freak streak in me and sometimes showed it but I found myself occasionally being ashamed of being public with it due to fear of others judgment. Friends, family members and strangers would question me or place judgment on things that werent really their business to begin with. (Go find my poem, my body is not your body.) With guys it always kills me because many of our fave artists are very sexual; Im sure Ferg aint the only one who want to eat Rih-rih like a panini, yet yall will slut-shame a girl you know from done the street if she expresses herself as a savage. Either way, as someone who experienced sexual trauma and had to personally deal with the guilt and pain that comes with it YEARS after, I realize now that I dont need to give two shits anymore lol. If Im a freak, a hoe, or a tease because I like to proudly show this temporary temple off then fuck it. Bite me  That being said I usually gladly share this side of myself with the person Im with. Although Im not with anyone this was written for one person in particular . I may or may not share with him lol ...but what you think? Also, tryna sing and do a beat at the same time is mad fucking work",0
"// Today is two years since the beginning of the movement. Im republishing my original post about it with the addition of a new post called Still  link in bio. Also, check out the new piece VIGIL. In perpetuity, Hannah",0
My boys in blue. A terrific trio of XY chromosomes with the power to make me laugh like a hyena and do an Oprah ugly-cry all in the space of 1hr...,0
Peep the shnozz on this guy. . . . .,0
NEW Which One Is Your Style? SHIPPING OVER Just for You,0
"Ironic little snippet from a collaged painting a while ago, meant to be about assigning each others flaws to be due only to our genders, and accepting them instead of trying to change. Clinking glasses while overlooking the mess!",0
I'm mad I just had this conversation,0
"So we hurry home to play football, driving 23 odd hours just so he can compound fracture his finger on the first tackle",0
Nobody panics when things go according to plan. Even if the plan is horrifying!,0
Day 8 & 9. A blog post about choice . Link in bio,0
Just arrived and Scott's straight in the door football on & beer cracked open,0
Craving connection and friendship with other people is a fundamental part of being human. It can often be weird and uncomfortable to make new friends. But you have to accept that awkwardness and the vulnerability it stems from. Because you can't have friends without getting a little vulnerable. .  . ,0
"I have been thinking lots about the choices we make in how we deal with stress and trauma and the general unraveling of lives. Will we live in a place where fear defines our space or can we find places of joy, connection and pleasure? That is real work, important to the life of ourselves, our communities, our children and our planet. I hope our show Webs contributes to that work. Come share it with us. Website in bio. *********",0
For full video subscribe our YouTube channel 'INSPIRE STUDIES MANDIGOBINDGARH ',0
Amazing Winter 2019 cover by .... I like how clever this cover is. Brutally honest. Are we the land of the free... what? - Speech? No - Decisions over your body? No .... Seems that we are using the term free for the wrong subjects. Free hatred. Free racism. Free sexism. Free speech is only used when we want to oppress someone but not as a shield against injustice. .... This image does not only talk about the movement it talks about our society nowadays. .... What are your thoughts when you see this post? It is fair that a company like that sexualize the womens bodies is ambassador of this movement? (I think that if the models that are pictured in the playboy magazines are happy ab it we are no one to judge them) .... Thanks for reading  . . . . . .,0
